num_factura,fecha_venta,producto,vendedor,cliente,cantidad
3750-43081970,2022-04-24,61,5,20,193
6559-74019162,2022-12-14,14,26,494,137
5114-80374915,2021-03-08,68,54,677,14
9038-13740243,2021-06-07,92,36,2142,110
5892-46553702,2023-07-20,99,49,2459,78
5671-76401408,2022-11-25,41,60,113,122
9249-82372186,2022-01-14,103,38,430,57
7686-21692890,2023-05-06,22,40,1473,34
0919-41864151,2023-03-10,117,34,1528,47
4022-43484404,2020-10-20,44,65,1676,67
5644-41388089,2023-04-11,30,43,2185,182
6577-26742765,2021-09-20,86,46,146,52
4210-32004681,2022-03-24,112,17,2279,135
0053-99008092,2021-01-23,98,29,1863,59
5772-29816473,2023-01-09,52,5,1348,170
6055-83439851,2022-12-15,115,50,1046,69
2623-95466167,2022-11-28,15,2,1282,144
1383-09118040,2022-07-04,8,23,1737,19
6173-72568052,2020-09-21,2,44,841,44
6627-07307210,2022-02-11,53,21,140,171
4416-41667111,2021-08-07,97,51,1303,180
5602-77321173,2022-09-28,13,55,463,84
3691-63599107,2022-12-09,54,57,157,109
2199-25373240,2022-02-28,3,41,1720,26
5956-57552021,2022-03-06,71,57,2478,53
4771-52470705,2023-04-08,96,36,1335,62
8577-46102499,2023-03-19,96,56,993,57
9885-40916980,2021-06-28,91,37,16,90
9928-61054324,2022-09-30,18,59,1434,83
0078-27546523,2021-07-20,47,57,2256,163
2561-04653278,2021-12-15,85,47,1007,157
8262-78379744,2022-09-08,57,28,1486,185
0343-40327345,2020-12-11,113,45,812,187
5376-55089542,2023-02-09,51,14,1590,199
6605-53091371,2023-05-06,63,65,911,100
8643-15348313,2023-05-17,119,39,2258,145
2144-52699252,2020-11-19,77,11,691,47
7063-72032221,2021-06-28,46,58,2182,193
0311-10386496,2022-12-15,12,54,2420,54
3868-05007982,2021-01-21,99,29,2078,127
2139-01474598,2021-08-12,46,9,241,36
5644-74868193,2020-11-19,90,60,1390,49
8127-83942191,2022-09-02,17,1,2065,67
9672-84469176,2021-12-05,67,18,2107,92
6252-41896754,2022-07-30,6,61,2142,180
8430-00684239,2022-05-03,115,15,1026,135
3974-14038652,2023-08-28,50,46,2369,87
4294-42570223,2021-07-17,14,35,1380,52
3884-26350673,2021-02-26,76,48,1481,19
1056-69876269,2022-07-23,43,5,878,164
5380-84453034,2023-07-12,91,35,1089,91
7857-20043377,2021-12-08,23,43,1424,126
3240-63550629,2022-08-16,118,31,742,115
8063-42552310,2020-11-17,37,31,1054,161
3985-81753765,2022-02-25,27,40,2404,153
3606-92466114,2022-03-04,10,32,541,175
9148-54203987,2023-05-26,57,1,334,81
6932-02692760,2020-11-27,34,39,212,196
5729-05186356,2021-06-23,87,60,875,112
2234-42111326,2021-09-12,92,46,1043,59
5775-93816942,2021-11-23,68,3,252,158
1036-85427911,2023-02-11,9,20,14,13
6280-90030009,2022-08-29,80,39,431,186
5249-88127932,2023-03-02,119,34,418,185
7153-17446470,2022-11-15,68,54,2178,192
5841-18986062,2023-09-07,4,28,1538,183
9847-75007810,2021-08-03,114,43,2172,173
4197-33052977,2022-11-28,10,56,2380,113
1435-91781344,2020-12-15,96,11,1674,106
2969-82578193,2023-06-12,52,53,786,47
3116-96013597,2022-08-15,30,41,561,144
6541-78313820,2021-11-01,69,17,898,128
2061-45562582,2021-09-17,43,5,1924,86
3321-12929794,2022-08-14,48,61,2097,19
4735-14140496,2022-11-27,34,32,1673,70
2790-26858259,2023-09-10,87,39,32,74
5458-02282545,2023-06-16,21,6,1857,10
5286-51073731,2022-09-10,74,8,1231,190
8136-41832040,2022-10-29,5,54,1329,87
2447-46482950,2023-09-16,81,12,318,84
7366-88732952,2022-08-21,80,3,857,138
3390-50032951,2023-06-22,12,33,475,12
9674-70309590,2021-01-06,99,19,1940,17
3079-06233705,2021-07-05,26,11,618,124
9409-90982797,2021-05-20,17,49,742,88
7564-69760762,2021-08-02,56,9,2072,105
7632-81727796,2021-01-14,80,4,349,132
2124-35272499,2021-02-07,10,45,1087,110
3363-01653677,2023-07-11,27,12,474,122
7428-45451379,2021-01-10,5,26,1710,20
0871-18193944,2023-03-25,41,43,966,9
0471-09429025,2021-06-26,59,51,2267,50
7757-96601699,2022-11-02,109,36,955,135
2331-27769507,2022-01-12,41,33,765,23
3484-68076240,2022-09-22,36,36,1403,84
7828-16743080,2023-04-11,96,22,2283,101
6440-82893616,2023-08-04,114,11,910,87
5359-23074084,2020-11-01,38,56,803,40
5345-77224107,2022-03-11,68,62,171,48
6884-62928812,2020-12-05,74,15,1899,60
5610-91797355,2021-07-20,115,43,252,173
0254-04079830,2021-11-25,13,35,1385,30
9859-04321136,2023-03-27,24,52,624,93
8497-02322152,2023-08-31,44,54,8,32
3983-69855888,2022-10-19,110,38,2398,72
3403-50565581,2021-07-20,59,62,1610,39
1061-22397284,2022-04-04,97,30,132,157
6269-35441256,2023-01-04,67,57,492,27
1619-23858893,2023-08-28,31,13,1208,63
1754-36261385,2021-05-26,23,33,2404,59
0905-71774673,2021-07-23,76,65,2172,23
9407-56406731,2021-04-27,48,37,1274,74
7682-01946519,2021-08-24,79,21,1063,22
6818-90276307,2022-11-15,25,48,1324,134
6871-06020180,2022-11-05,106,16,2052,160
8551-06580684,2022-02-22,57,43,520,186
4760-97412916,2022-12-20,12,9,263,185
8025-22087778,2021-01-06,74,41,1132,31
3876-97571699,2021-12-18,104,35,1141,28
6106-50806691,2020-10-03,109,29,1100,43
8420-08648339,2022-10-11,15,18,1047,79
8847-57911999,2020-09-30,54,34,301,127
9771-66637041,2023-01-31,117,54,1689,130
6562-27187445,2022-08-25,71,41,427,185
9444-48119186,2022-10-31,100,37,1161,106
3137-30897856,2021-09-21,105,32,2151,84
9081-26901948,2023-06-01,92,8,1911,122
4156-54947017,2021-08-24,56,64,992,97
1861-50437812,2020-10-07,15,50,180,31
4567-11765802,2021-11-17,4,57,1801,128
9808-67208337,2022-08-31,106,13,1606,5
9771-89097806,2022-10-31,65,37,2350,104
8943-21457474,2021-10-11,5,38,2410,19
9491-46827340,2023-06-01,4,61,131,143
5746-94169482,2023-06-15,67,7,2290,120
0590-73721765,2023-09-10,14,42,1796,195
2063-51783562,2022-09-13,37,5,2455,137
5137-38843301,2023-08-19,70,59,1868,129
1415-61369626,2023-05-30,4,64,1700,168
3356-67213661,2022-03-08,111,2,148,74
8858-00197494,2022-11-27,21,14,1268,139
0017-82326922,2021-07-25,11,37,396,99
0424-76124988,2021-11-30,50,28,160,185
3085-75696552,2022-12-22,42,34,1865,66
6798-12618293,2022-08-18,7,62,2439,101
7921-74017086,2021-08-05,12,48,478,32
6234-61137285,2021-03-14,118,2,212,113
9576-61530263,2023-03-18,41,44,2060,199
2352-86608969,2022-07-29,79,36,2164,152
4520-17072665,2023-07-02,41,22,1218,112
5087-71737423,2022-12-05,63,53,757,17
7237-58027904,2020-10-11,70,30,1808,197
7810-73173249,2021-09-16,72,26,1450,26
4963-93232734,2021-07-14,51,26,133,70
6280-64176035,2021-11-26,80,9,1819,113
3579-20504655,2023-05-16,53,51,183,6
9144-14442746,2023-04-29,51,11,878,150
9071-53897108,2023-07-19,38,5,1518,89
8595-44277099,2022-03-03,101,45,1989,40
2836-18966745,2021-11-20,47,1,1028,99
8783-80950282,2023-05-13,118,43,510,62
3106-82251813,2021-01-11,96,65,1116,157
1019-00814092,2023-01-08,110,29,324,153
2910-17722053,2021-09-27,6,32,1686,9
9457-42432436,2023-01-21,49,2,2219,85
5701-87984410,2020-12-10,86,31,822,149
5211-82687865,2023-03-10,77,41,551,25
9721-75251726,2021-12-06,87,5,793,153
9091-40692973,2022-04-26,105,20,919,195
7585-23539333,2022-10-25,107,37,1574,7
5948-91865855,2020-12-16,11,44,1997,162
5964-69508890,2022-07-07,119,63,1188,73
7675-63778774,2021-12-03,11,63,1902,158
4593-18517939,2022-11-10,60,16,1125,122
9488-52671712,2021-11-20,63,52,192,72
4303-14724986,2020-11-20,43,7,1995,35
0533-94914323,2021-02-12,39,10,2301,168
7047-00732370,2021-05-22,61,22,106,176
8981-63450440,2021-11-16,13,5,11,126
8686-61972890,2023-02-23,20,43,2333,121
0826-09645646,2022-06-30,74,22,356,176
5041-00381961,2023-01-07,6,46,919,33
4550-16209164,2020-11-11,34,18,1886,130
0506-46604613,2021-09-13,33,17,2327,175
1041-18038848,2023-07-07,11,34,576,19
8959-93005748,2021-03-05,25,9,755,105
5665-63419631,2021-05-05,15,46,1415,166
2503-76023303,2023-07-12,72,9,2304,9
0620-31224569,2022-08-11,9,64,1183,22
1126-36772938,2023-07-25,99,40,2201,103
6526-51480342,2022-02-24,15,6,2364,174
4338-24509705,2020-09-20,9,36,2292,181
7277-98147862,2022-10-17,79,52,1515,179
5800-43860201,2021-04-27,2,34,2210,71
2423-67920168,2023-04-04,99,30,267,48
0534-31660394,2023-05-20,21,44,2276,151
0953-69481410,2023-06-24,102,39,485,174
8061-82941888,2020-10-28,105,60,854,188
3897-69238464,2022-10-03,114,38,141,50
9106-10985234,2023-06-06,25,56,2155,73
7864-40773148,2023-07-05,73,36,1665,182
5324-09143535,2023-08-01,37,65,1337,198
8436-28264507,2023-01-29,101,18,2172,43
2508-79939724,2021-04-02,114,12,364,109
6663-69880913,2021-01-02,11,36,1541,118
6998-62120402,2022-05-12,54,50,182,165
5959-04799521,2021-06-26,61,33,2454,199
7375-32350399,2023-07-06,94,59,115,116
2226-37446253,2021-11-12,32,46,1795,124
5480-54473087,2021-10-14,116,33,1016,95
1232-14426020,2023-04-18,115,49,2075,119
7097-15205002,2021-07-02,108,7,1728,176
3142-42217084,2020-12-18,117,27,2144,91
7510-36502847,2021-08-19,22,43,782,130
9134-48425849,2021-10-17,68,31,584,112
2208-88998316,2022-06-13,104,4,624,161
0282-58592067,2020-10-02,51,26,1666,171
6126-22696225,2020-10-13,7,53,2198,163
3859-69144344,2023-08-01,20,13,1866,78
0845-96683545,2021-11-13,114,1,1693,103
5640-36963483,2021-08-08,33,8,381,105
4852-27835224,2022-04-21,49,28,2111,115
0243-69063685,2022-12-10,8,4,1496,25
5045-82416328,2021-05-03,36,2,1152,8
4739-18587111,2022-04-02,14,31,1223,106
5450-42244719,2021-08-24,41,28,1584,86
9476-18853093,2023-03-03,32,46,1381,120
4202-93913434,2023-07-24,102,16,652,33
7256-83324200,2020-09-29,57,43,172,35
4169-04573136,2023-06-25,66,51,1320,69
2084-35423166,2020-09-20,83,33,1474,116
9999-31406891,2022-06-04,89,22,500,28
2987-44343940,2023-03-27,36,22,823,126
9262-61557435,2021-03-31,113,41,1089,146
0195-66950916,2023-06-08,101,47,774,33
4892-14441285,2022-12-15,32,45,712,70
1252-28273084,2023-07-02,25,50,40,91
0278-92265586,2020-10-23,31,12,1808,102
9039-48356665,2021-08-25,37,25,953,137
7381-08141531,2022-05-16,112,39,1635,87
3531-98332407,2021-06-11,37,50,297,104
6465-65313766,2021-04-27,65,1,673,134
6457-79590416,2022-04-01,70,38,961,37
0026-83298095,2021-06-01,27,12,972,143
1192-85832709,2021-12-15,85,15,548,77
9620-46688679,2021-09-19,76,34,147,70
4870-43599126,2023-03-04,58,58,545,48
7940-42849972,2021-08-04,119,1,102,148
1599-79037705,2022-08-30,115,46,991,9
2161-04859871,2021-11-23,116,3,1254,135
1963-14746986,2023-06-26,52,39,2033,86
1080-08960102,2021-04-09,12,31,1255,104
9333-77970233,2021-10-05,53,26,586,78
3887-31604314,2021-05-14,97,38,354,66
7429-87827642,2022-07-27,71,47,2247,128
1717-49219243,2020-12-10,51,40,2348,38
9788-53153912,2023-03-03,48,62,1833,22
1611-41165873,2021-03-05,116,8,838,132
1075-35686186,2022-12-01,39,10,1075,137
2959-40364735,2020-10-17,46,57,2234,133
4681-73397635,2023-01-01,64,24,2430,46
7159-19511402,2022-01-27,91,34,615,20
3865-43361438,2022-03-25,2,48,1681,62
9644-31780666,2022-09-08,12,41,185,2
7351-65196251,2021-04-20,54,53,2262,200
5902-93302355,2022-04-11,106,61,1651,177
7080-55371033,2022-01-11,23,38,729,189
3273-17887977,2021-04-18,88,64,376,63
7915-42896206,2023-02-19,6,65,1864,92
6690-41721362,2020-11-08,27,43,2258,78
2944-60421774,2021-06-07,95,5,1373,125
9316-23931244,2021-11-18,23,24,915,73
8231-59779806,2022-10-19,71,27,1297,189
6304-29635353,2023-06-08,33,57,301,108
8395-36854232,2023-01-16,110,59,2299,93
9022-79470850,2023-09-12,22,33,68,27
6015-04919570,2022-11-20,70,33,1590,95
4379-21604894,2023-06-05,14,59,232,110
1936-97351762,2020-11-04,31,39,234,40
8813-35181284,2022-06-13,27,51,1580,11
1330-08012350,2023-08-24,14,25,241,164
0482-82662220,2023-03-14,14,2,1606,136
6178-84230079,2022-01-18,65,25,1553,161
5999-16587064,2021-12-01,14,59,1088,4
6830-68191660,2021-08-02,93,59,303,122
1346-63170002,2023-09-09,61,16,1494,135
8433-26458778,2021-09-28,116,40,1705,159
8856-05052369,2020-09-17,37,43,777,58
2663-43981021,2023-02-15,82,3,1339,180
5288-59853961,2021-05-08,64,17,195,62
9815-32803229,2021-08-25,81,48,730,27
7131-29272293,2020-11-15,42,34,2213,59
9235-84838240,2023-04-21,54,55,1479,143
8833-34689443,2021-07-20,111,50,730,9
3190-73375584,2022-08-06,10,36,1450,17
8544-75169066,2023-04-20,109,17,1187,118
5511-29580665,2020-12-07,21,44,1418,129
9832-82462575,2022-01-14,103,17,2074,79
1399-66309769,2023-02-12,117,28,1867,54
7700-80364972,2022-08-01,40,56,938,195
0437-58027254,2020-09-28,46,63,94,170
1695-85167964,2023-08-02,85,34,986,98
5923-29722208,2022-04-08,13,37,975,130
5133-86751213,2021-06-07,53,39,2465,157
3875-32836741,2022-03-22,9,10,1440,100
5454-89137225,2023-04-22,76,41,19,194
2237-15936090,2022-06-23,72,11,682,122
9196-52755823,2020-10-03,89,16,2159,104
3114-93181461,2023-02-12,95,44,1349,143
8248-43365026,2021-05-01,114,6,361,48
5479-21265862,2021-09-17,23,15,638,191
3629-67479022,2023-04-16,7,39,202,141
2914-75332707,2022-11-17,72,54,1909,60
2789-00247392,2021-05-20,49,42,847,126
2210-63295542,2022-03-30,52,59,1133,18
5948-01977581,2021-05-20,97,46,854,29
2781-29070587,2021-01-27,1,4,815,29
8816-33183299,2022-04-16,40,1,851,40
1656-82339152,2022-04-25,47,15,649,63
3170-87867362,2021-10-07,66,34,2424,11
2028-61748285,2021-10-04,51,6,1072,34
8320-25096444,2023-03-10,82,52,2427,48
1699-06802477,2022-09-15,61,50,2469,19
9878-40703345,2021-08-09,33,40,2320,27
2067-73607605,2023-01-14,108,64,676,49
4507-79555167,2023-08-31,22,46,1223,165
2746-47614756,2021-09-18,21,34,399,45
9911-35982253,2023-04-12,116,4,375,61
1838-35526210,2020-12-04,119,40,1741,69
7328-09575905,2020-10-03,105,9,2161,101
7117-37386759,2023-06-12,90,21,575,146
3610-65574516,2023-03-01,42,38,2310,55
8220-45439246,2021-09-03,37,14,1971,17
2918-16570478,2020-11-14,102,62,1148,66
2681-08487664,2022-08-22,87,10,2045,92
6124-21402009,2021-06-21,41,12,922,126
4312-63051373,2021-09-13,54,7,1870,60
1319-68475259,2023-02-14,58,48,2165,140
4841-92139799,2022-05-27,56,40,2131,131
7826-56121197,2020-10-11,75,50,884,76
8798-57827941,2021-08-13,109,2,1266,161
8028-04225424,2022-10-24,32,43,804,180
7530-81215187,2021-03-18,44,18,1465,105
1904-44947837,2021-01-17,92,37,1682,172
8991-74463983,2023-07-30,80,49,1386,127
2790-17790927,2021-09-18,46,55,2407,98
5417-71910062,2021-11-01,50,48,369,106
7016-40034078,2022-08-29,113,34,2255,53
1646-65715397,2022-10-29,112,20,1423,55
6772-23378378,2022-04-12,54,45,1901,124
1045-33388045,2021-07-24,30,27,1698,71
7617-74110801,2021-02-26,115,26,318,151
9162-67654444,2021-05-11,85,23,731,5
0204-95402016,2020-10-24,5,15,578,137
4923-32675388,2022-06-22,76,11,24,82
5197-94822506,2021-02-07,7,64,1359,129
0193-62489061,2021-12-13,14,64,1915,45
1932-28581371,2023-07-25,116,35,2447,19
1806-34417011,2022-06-23,19,26,1859,108
6786-50063636,2020-11-05,11,2,560,68
9523-79478118,2022-03-31,109,20,2207,117
8483-90996969,2023-01-12,106,55,184,83
5612-67766657,2023-06-03,82,26,1965,49
6885-99051790,2023-03-29,38,40,2128,104
6322-58252388,2021-07-10,70,14,1633,165
5136-71517170,2021-04-27,86,65,1913,76
9633-80672872,2023-01-24,13,58,1675,135
7948-70226605,2020-12-31,25,19,411,39
2044-15502226,2023-06-14,12,44,2284,193
1617-41408398,2023-07-16,67,54,1534,87
0201-88484386,2020-11-23,88,52,930,172
3277-65401333,2021-06-20,16,29,1147,49
1941-86933163,2022-11-05,13,35,1772,142
0538-47415158,2022-03-11,46,45,1873,12
0412-77059439,2021-05-17,84,30,490,29
4059-35181257,2022-04-19,9,14,657,186
6479-19260901,2021-11-11,44,8,295,174
1759-53636816,2023-05-21,98,20,1437,100
7022-52900900,2022-08-31,88,35,1167,181
6325-59026763,2022-12-18,87,32,1997,7
2776-53787345,2021-12-27,96,64,1869,184
5555-11041028,2023-08-01,34,45,1169,93
9890-45739743,2022-12-13,84,40,27,163
6575-40710011,2021-11-04,112,33,254,184
9479-85691699,2023-04-11,65,30,575,194
7449-46113186,2022-08-08,88,18,108,169
1675-51688049,2022-02-25,7,1,2384,183
3828-00245246,2021-10-01,23,28,2225,147
3704-12997739,2021-08-19,25,31,2464,69
7532-86467690,2021-09-08,39,27,1977,188
2147-40350795,2022-05-06,11,3,1983,133
6616-15765370,2020-12-17,84,38,235,45
0309-78378303,2022-10-25,24,43,845,30
4502-51241109,2021-03-18,87,55,914,6
4222-00504685,2021-09-30,63,32,1301,129
7182-06891025,2022-07-27,3,15,1398,72
7255-35475437,2021-01-01,2,44,59,181
7219-46163014,2023-02-19,108,11,2357,56
6982-24598897,2020-11-19,113,20,461,191
8721-17558595,2021-07-31,79,65,2463,133
8925-94914554,2021-05-22,10,12,2450,124
3347-66580376,2022-08-30,5,58,992,34
8219-16049788,2021-08-21,118,24,1397,40
8689-82457149,2022-12-15,14,38,1437,97
7028-86986078,2023-06-25,61,14,1338,25
1175-46496735,2023-02-17,56,10,392,127
8741-49047599,2021-12-03,106,42,840,52
1454-89124688,2023-02-02,76,11,1777,5
2552-43117241,2023-04-30,89,41,1199,90
0842-01486255,2022-07-10,88,63,74,150
1109-71468852,2022-10-01,101,32,258,139
6551-17819906,2021-01-06,60,18,2439,106
1353-02201197,2021-07-01,79,65,1248,72
4275-04134841,2023-04-02,113,35,2036,32
2150-08853206,2022-07-03,7,34,2130,110
7774-85696218,2021-03-27,22,9,1267,58
2097-18513042,2023-02-08,25,50,306,107
9591-16306367,2021-11-21,13,2,121,79
5628-65607914,2021-10-31,91,42,1766,115
1233-05582634,2021-05-27,87,44,2176,167
4493-08384225,2022-06-11,62,53,1874,125
3442-75068501,2021-09-06,68,22,1757,16
6234-16529328,2020-10-27,72,20,1954,78
5311-18871866,2021-07-18,95,48,330,38
8661-65982977,2023-01-20,110,23,476,188
3714-29021940,2022-09-03,118,9,906,40
1004-78829941,2023-02-10,70,15,1637,2
9497-27461198,2023-04-30,31,33,1558,113
6004-54266745,2022-01-31,82,27,129,97
6100-45704963,2022-09-24,54,23,1071,151
3634-63739216,2021-08-26,102,13,2244,19
4528-71617846,2021-09-26,32,56,160,106
8936-82147247,2020-11-26,24,42,279,55
6504-92262012,2020-11-13,103,50,727,65
5235-86481443,2021-12-16,69,25,2219,91
4765-29024819,2021-03-06,20,53,1003,81
0886-35255125,2020-10-29,64,4,2423,65
7407-58209187,2022-02-23,59,8,1738,122
3526-23169723,2023-07-17,105,16,1886,189
5101-85265631,2022-07-28,108,9,1086,116
5400-70836923,2021-12-04,66,59,1308,151
7513-89928256,2022-06-10,111,4,12,34
4166-88776561,2022-03-27,103,52,219,98
5787-83530081,2022-07-24,26,7,2334,38
6632-88027314,2021-05-27,66,6,1966,147
5643-09603295,2023-02-26,117,58,1139,176
4401-20556815,2020-12-29,59,60,1248,178
8288-67597539,2021-02-09,63,35,1283,134
6068-47134592,2021-08-26,24,59,2442,141
5931-09724579,2022-05-09,71,13,783,108
6894-42236675,2022-04-06,78,62,578,116
1386-44877415,2022-04-20,13,11,13,111
2257-74110724,2022-12-15,102,11,2105,10
3129-55833608,2021-08-09,116,20,2260,20
9196-15058914,2021-02-15,15,5,1080,96
1864-92115836,2021-09-11,117,50,558,141
9623-12638644,2021-08-29,68,59,1834,129
0460-56252947,2023-06-02,22,16,1367,2
7913-30415536,2021-09-18,83,46,1537,22
7855-89161145,2022-08-05,111,38,102,93
8444-61328933,2022-05-24,102,62,688,120
7713-15919076,2022-11-14,70,39,226,64
4039-86557151,2022-06-19,54,52,1457,168
6256-29667600,2022-01-18,4,55,210,100
2834-16260352,2022-02-01,105,29,1634,138
7611-39530955,2023-07-11,76,15,223,108
9578-68617290,2022-05-11,31,45,2335,8
8054-72259018,2022-10-28,6,65,806,96
5801-71457215,2020-09-17,67,32,2020,66
5407-49418130,2023-09-02,53,39,1730,19
9897-06907153,2023-01-22,111,11,711,27
9826-23353652,2021-09-17,83,44,846,107
8731-02066446,2021-12-11,30,5,1175,8
8884-96223781,2021-09-20,44,38,948,101
5395-87654298,2022-09-14,76,5,1081,133
0068-94593570,2023-02-19,26,10,1969,197
7467-62541953,2022-04-22,119,39,177,112
3552-34169091,2021-11-02,103,41,929,174
3017-00695852,2021-06-29,35,18,1827,173
8247-68430862,2022-12-20,86,52,1852,166
8714-36741604,2021-03-20,32,57,199,52
6235-02298394,2020-12-14,50,15,978,132
6957-77268576,2021-03-30,29,20,2295,19
4363-67450328,2021-04-30,90,41,1182,183
4400-77689436,2022-07-14,23,52,1903,124
9897-06775504,2020-11-01,37,35,2250,145
5205-97726909,2021-01-20,16,24,1960,49
6209-99301361,2021-03-06,80,9,746,47
5031-59356748,2023-01-11,24,9,486,101
1990-49467704,2023-08-24,27,21,2306,172
3088-48749125,2021-02-17,113,57,2262,157
5420-32726759,2022-07-14,4,33,35,126
9971-42518234,2023-07-24,36,59,734,142
0498-30527430,2022-09-15,25,21,308,155
4767-36389050,2022-02-20,29,61,504,129
6604-28004895,2020-09-18,41,34,62,45
2885-92779793,2022-12-06,57,56,1588,156
8911-01711596,2020-11-15,24,12,172,140
3263-26820042,2021-04-03,20,13,126,11
6576-67204892,2022-09-02,36,31,437,25
1788-35855693,2022-11-12,10,26,2376,27
4104-31083351,2021-07-25,25,32,154,182
1839-66752394,2021-08-20,48,46,1501,30
1041-13914259,2021-06-30,56,41,2377,16
2719-40386830,2022-08-21,109,43,1938,16
3579-79474541,2023-07-07,82,14,1596,17
0693-70474987,2022-09-07,76,47,187,119
1737-95499671,2022-07-22,42,26,16,13
9409-35887382,2021-08-29,95,4,1544,86
2700-97530916,2023-09-06,43,31,1040,126
7432-73973211,2021-04-13,84,28,179,7
1393-55428200,2022-05-19,38,40,1542,168
9327-99527294,2020-11-15,41,35,2145,125
7585-80844674,2022-12-31,21,18,1779,8
9280-93492662,2022-11-09,119,2,601,76
1142-17569137,2022-03-22,50,30,1147,121
6767-23815700,2022-07-19,106,34,1521,111
6323-28767706,2022-09-04,116,36,382,92
2089-27461233,2021-10-31,56,20,906,19
7599-67364175,2022-03-02,53,12,340,134
7115-79082317,2023-01-13,85,32,1241,31
8629-39930205,2023-04-22,81,44,155,5
4808-81906450,2020-12-14,25,2,59,169
7984-26995263,2022-09-16,12,20,1003,11
7513-29813486,2022-09-27,52,10,1926,60
1741-26546631,2023-02-26,103,65,203,48
7698-65867341,2021-10-18,85,29,1803,79
1817-88523102,2021-01-03,56,19,1267,198
9431-81704375,2022-05-09,44,37,1455,158
8577-67865782,2022-02-03,41,37,1071,95
3286-72029447,2022-06-21,59,51,104,7
5073-91061859,2022-05-22,74,18,778,149
7756-77888332,2022-03-09,31,45,364,40
4282-01677905,2022-03-31,56,40,1298,103
2991-62858340,2022-09-21,69,44,935,141
4823-78240981,2021-03-16,75,57,1445,186
5604-89528104,2022-07-22,20,9,1693,68
7690-30145879,2021-02-13,9,45,2141,22
7379-87623655,2020-11-16,50,61,921,60
6145-23504480,2021-08-06,74,47,25,126
2195-83925849,2020-12-20,36,54,2094,98
8558-79502674,2021-11-22,11,59,357,143
2902-91370812,2022-11-09,106,57,896,147
5415-20866179,2020-12-04,100,47,1417,154
9231-26891438,2021-08-11,7,17,1309,143
4708-26219472,2020-12-27,2,56,975,43
1869-50930976,2022-09-13,101,1,1276,124
0936-27077305,2022-02-01,21,15,2198,130
2510-60483342,2023-08-28,60,5,661,27
1791-08691975,2023-04-01,6,20,2092,150
0556-99928289,2023-08-24,118,57,623,160
0295-80182237,2022-03-23,90,9,1609,33
8219-82007037,2023-07-06,114,4,1684,163
7929-80498038,2023-07-08,40,31,2193,182
2636-86320041,2022-06-11,1,22,2121,22
1677-96582053,2023-03-27,38,59,1825,168
7692-19078430,2021-06-26,64,48,127,68
3790-86340781,2023-08-11,88,37,1774,66
0208-15838676,2021-05-13,51,15,1414,14
9041-94218939,2021-06-07,3,54,390,132
3519-09393912,2021-04-06,63,41,1670,15
7276-66994626,2022-01-09,46,33,953,68
6728-06817771,2023-04-14,93,41,973,130
1102-36441789,2021-08-02,98,65,1045,188
2228-15004851,2023-06-22,24,58,161,30
5072-35990130,2021-07-24,9,27,396,10
5898-24942220,2021-06-05,24,26,486,22
4586-41444983,2021-03-15,8,13,1993,105
9450-95508911,2020-11-22,52,42,1449,119
9313-62374840,2023-07-15,12,2,434,90
9198-45707043,2021-07-05,91,8,1123,14
1245-66121077,2022-11-18,22,52,757,176
7987-85700410,2020-11-26,16,31,798,200
9202-34747099,2022-01-07,52,40,796,21
4501-47934726,2022-06-28,46,11,2091,149
2061-49616358,2022-12-18,104,63,1469,40
2205-09684286,2022-07-01,13,51,1635,91
4398-77665132,2020-09-30,77,16,2171,17
1223-82968189,2022-11-06,10,65,1663,143
0243-43203231,2022-07-17,99,11,1031,49
9162-10428719,2022-09-18,38,13,811,113
0299-95046303,2023-02-11,89,29,1154,149
4037-83026733,2023-01-03,92,32,1453,195
5498-13158133,2022-12-14,21,14,511,166
0463-13684328,2022-02-10,82,17,2284,46
2128-82489893,2022-12-30,89,57,1344,99
6429-71865533,2021-11-14,42,17,105,178
7527-10848437,2023-01-03,84,18,1840,19
3710-17793608,2023-07-30,53,61,1481,190
6136-13300131,2020-11-16,94,6,1624,129
4719-18541695,2022-11-14,76,35,228,56
1685-96737986,2020-10-12,73,49,2021,72
4744-50798511,2022-10-28,43,18,1770,37
9209-89255534,2023-03-08,91,49,1651,188
4559-38690519,2021-05-09,42,31,1995,23
4338-11908059,2022-06-23,117,25,2294,7
3454-46803147,2021-05-05,1,20,2466,191
3668-78929405,2022-02-11,14,14,598,113
8652-57208702,2020-10-17,75,33,1737,91
2930-46732295,2023-01-13,44,29,1431,163
4458-74113337,2021-10-20,66,2,1099,47
9305-05048109,2022-02-17,104,58,791,107
4440-73945473,2022-04-02,1,6,2000,174
4936-12376824,2022-06-25,6,59,1529,164
1023-21797565,2022-01-21,82,19,253,14
2299-55158632,2023-05-06,11,50,1070,187
7809-79835348,2021-06-09,94,32,425,96
3296-50614686,2023-06-26,86,20,70,194
1265-10180672,2023-06-16,14,3,769,163
8124-95686767,2022-08-04,94,62,1020,49
8290-29438961,2022-01-26,103,47,1272,30
7799-18065597,2020-10-08,51,2,633,55
9958-73178776,2020-10-16,32,26,848,34
2392-63566246,2022-01-04,103,18,668,5
0663-68494772,2022-02-09,118,56,1551,49
4842-06547421,2022-10-04,30,22,2222,166
3183-10934784,2023-01-29,50,58,198,89
6526-56850785,2022-01-19,46,60,1184,84
